PS P:\James\Code\Javascript\Decode Drawings V5\js\geneticAlgorithm> node .\algorithm.js
Gen 0: 0.028760715472732776 - fx: 615  fy: 615  cx 640  cy 360  k1 0  tx 0  ty 0
Running in Node without canvas
Gen 49: 0.02504819842436418 - fx: 616.6189173233337  fy: 612.2417633113135  cx 650.1898770577047  cy 355.0496935897945  k1 1.2826291478133262e-7  tx -5.953364192315547  ty -2.4628564009462677
Gen 51: 0.02504227258104868 - fx: 616.6189173233337  fy: 612.2417633113135  cx 650.1898770577047  cy 355.0496935897945  k1 1.2826291478133262e-7  tx -5.953364192315547  ty -2.4628564009462677
Gen 61: 0.024922807655173955 - fx: 617.0726292681969  fy: 612.1657709005563  cx 651.700013970626  cy 355.2462217549713  k1 1.369918945828825e-7  tx -4.802156056682188  ty 1.6617125717766248
Gen 63: 0.024855505966673127 - fx: 608.549552388684  fy: 613.1229688636271  cx 651.0719461601293  cy 355.9808223835664  k1 1.3607176913654514e-7  tx -1.5207170920341433  ty 2.1422841995071273
Gen 64: 0.024838324035475347 - fx: 608.549552388684  fy: 613.1229688636271  cx 651.0719461601293  cy 355.9808223835664  k1 1.3607176913654514e-7  tx -1.5207170920341433  ty 2.1422841995071273
Gen 66: 0.024787394767781943 - fx: 607.6311562365793  fy: 612.5753847283945  cx 651.7652052670564  cy 356.8961325470717  k1 1.2624802051664494e-7  tx -3.1449353706441956  ty 2.092544401880783
Gen 68: 0.024612605567586328 - fx: 608.2894243995607  fy: 612.2534404620799  cx 652.4601484583796  cy 357.05493079322395  k1 1.449053868791772e-7  tx -1.3287385094476125  ty 3.266190326446967
Gen 69: 0.024609770332266714 - fx: 608.2894243995607  fy: 612.2534404620799  cx 652.4601484583796  cy 357.05493079322395  k1 1.449053868791772e-7  tx -1.3287385094476125  ty 3.266190326446967
Gen 70: 0.02458914323192702 - fx: 608.2894243995607  fy: 612.2534404620799  cx 652.4601484583796  cy 357.05493079322395  k1 1.449053868791772e-7  tx -1.3287385094476125  ty 3.266190326446967
Gen 75: 0.024541381212109373 - fx: 607.6664008438775  fy: 612.8170999663168  cx 653.1927182848905  cy 357.4188082642461  k1 1.5296176662472784e-7  tx -0.5582561902676719  ty 1.5610182188103252
Gen 76: 0.024359468805297987 - fx: 610.1915246418693  fy: 610.8446831085481  cx 653.5173699501846  cy 358.49371110940814  k1 1.4914131668995646e-7  tx -2.2060631319323036  ty 3.059875330953103
Gen 77: 0.0243434614965589 - fx: 610.1915246418693  fy: 610.8446831085481  cx 653.5173699501846  cy 358.49371110940814  k1 1.4914131668995646e-7  tx -2.2060631319323036  ty 3.059875330953103
Gen 79: 0.02434317991094915 - fx: 610.1915246418693  fy: 610.8446831085481  cx 653.5173699501846  cy 358.49371110940814  k1 1.4914131668995646e-7  tx -2.2060631319323036  ty 3.059875330953103
Gen 80: 0.024281169355658654 - fx: 610.3498660102005  fy: 611.8050507444489  cx 653.5701654383755  cy 358.0056194596053  k1 1.5075178252060956e-7  tx -0.42727722685023384  ty 2.6822389450641033
Gen 82: 0.024279938917659297 - fx: 610.3498660102005  fy: 611.8050507444489  cx 653.5701654383755  cy 358.0056194596053  k1 1.5075178252060956e-7  tx -0.42727722685023384  ty 2.6822389450641033
Gen 89: 0.024192871506244884 - fx: 610.9288697455406  fy: 611.9673845446019  cx 653.2607443979737  cy 357.4284569505063  k1 1.436362021794471e-7  tx 0.8059149637380632  ty 3.575851327541103
Gen 90: 0.024180639298854174 - fx: 610.9288697455406  fy: 611.9673845446019  cx 653.2607443979737  cy 357.4284569505063  k1 1.436362021794471e-7  tx 0.8059149637380632  ty 3.575851327541103
Gen 94: 0.024174277746668478 - fx: 610.9288697455406  fy: 611.9673845446019  cx 653.2607443979737  cy 357.4284569505063  k1 1.436362021794471e-7  tx 0.8059149637380632  ty 3.575851327541103
Gen 104: 0.024082946172859648 - fx: 612.7592139187255  fy: 613.37201547582  cx 654.963992961606  cy 357.58728967949077  k1 1.7606462392170075e-7  tx 6.125571984080267  ty 2.7761094003784414
Gen 105: 0.024082159842949185 - fx: 612.7592139187255  fy: 613.37201547582  cx 654.963992961606  cy 357.58728967949077  k1 1.7606462392170075e-7  tx 6.125571984080267  ty 2.7761094003784414
Gen 106: 0.02406237610149899 - fx: 612.7592139187255  fy: 613.37201547582  cx 654.963992961606  cy 357.58728967949077  k1 1.7606462392170075e-7  tx 6.125571984080267  ty 2.7761094003784414
Gen 107: 0.024055855553236662 - fx: 612.7592139187255  fy: 613.37201547582  cx 654.963992961606  cy 357.58728967949077  k1 1.7606462392170075e-7  tx 6.125571984080267  ty 2.7761094003784414
Gen 112: 0.02405243157700678 - fx: 612.7592139187255  fy: 613.37201547582  cx 654.963992961606  cy 357.58728967949077  k1 1.7606462392170075e-7  tx 6.125571984080267  ty 2.7761094003784414
Gen 121: 0.024049406263948896 - fx: 612.6300598521879  fy: 611.7526318077126  cx 654.6503410604312  cy 357.32998550074416  k1 1.9399247586834587e-7  tx 1.920860708206205  ty 3.7831327318762904
Gen 122: 0.023941311578537225 - fx: 611.9491124276454  fy: 613.5343199722013  cx 657.4602818797515  cy 361.3214092564174  k1 1.4165844781759677e-7  tx 10.722554894258987  ty 2.195430084043978
Gen 128: 0.023928389834066935 - fx: 614.3650606193983  fy: 615.5705048565205  cx 659.0578194558633  cy 360.9489376208045  k1 2.1500340300323653e-7  tx 7.454458754592677  ty 3.2036332700277663
Gen 132: 0.023875095050010113 - fx: 612.5969557359074  fy: 615.026097367961  cx 657.3459379983333  cy 359.9664196145111  k1 1.9016891900373654e-7  tx 12.141971748651216  ty 3.4710018945012564
Gen 133: 0.023849423430437038 - fx: 612.5969557359074  fy: 615.026097367961  cx 657.3459379983333  cy 359.9664196145111  k1 1.9016891900373654e-7  tx 12.141971748651216  ty 3.4710018945012564
Gen 135: 0.023830097350267976 - fx: 614.9036629616677  fy: 616.0633732235873  cx 659.3367337139263  cy 360.98093664045035  k1 2.0983883026553707e-7  tx 9.911399448019408  ty 2.2248478771745495
Gen 138: 0.023748028945067178 - fx: 614.418665722039  fy: 615.6440080063096  cx 658.9976852374797  cy 361.73427879083255  k1 2.190100974320577e-7  tx 8.854883699858446  ty 1.7099587530051616
Gen 140: 0.02374540943089703 - fx: 614.418665722039  fy: 615.6440080063096  cx 658.9976852374797  cy 361.73427879083255  k1 2.190100974320577e-7  tx 8.854883699858446  ty 1.7099587530051616
Gen 143: 0.023745409430897025 - fx: 614.418665722039  fy: 615.6440080063096  cx 658.9976852374797  cy 361.73427879083255  k1 2.190100974320577e-7  tx 8.854883699858446  ty 1.7099587530051616
Gen 145: 0.023730686833591443 - fx: 614.418665722039  fy: 615.6440080063096  cx 658.9976852374797  cy 361.73427879083255  k1 2.190100974320577e-7  tx 8.854883699858446  ty 1.7099587530051616
Gen 148: 0.02369440945886223 - fx: 613.7973960910471  fy: 615.2478043095507  cx 659.6953717050734  cy 358.49119485827896  k1 1.7888822103342513e-7  tx 7.487564422758506  ty -0.6391272040866491
Gen 149: 0.023645131065575753 - fx: 614.31602026924  fy: 612.643078511118  cx 660.457905367822  cy 359.54086526073024  k1 2.0294713115794342e-7  tx 11.909152094508269  ty 1.8863940394084002
Gen 151: 0.02362131154014429 - fx: 614.31602026924  fy: 612.643078511118  cx 660.457905367822  cy 359.54086526073024  k1 2.0294713115794342e-7  tx 11.909152094508269  ty 1.8863940394084002
Gen 164: 0.023530567698002814 - fx: 613.4955397665284  fy: 610.9362192786047  cx 660.7661647441751  cy 360.51209612525224  k1 1.928308561002037e-7  tx 13.396717793263065  ty 1.2363811957414859
Gen 165: 0.023528683675088594 - fx: 613.4955397665284  fy: 610.9362192786047  cx 660.7661647441751  cy 360.51209612525224  k1 1.928308561002037e-7  tx 13.396717793263065  ty 1.2363811957414859
Gen 169: 0.023505244488414657 - fx: 614.8254170361838  fy: 612.4070813691627  cx 663.8786239483911  cy 360.96494367364784  k1 1.890823936064607e-7  tx 14.435153252887133  ty 0.3482720845823488
Gen 171: 0.023503712734948532 - fx: 614.8254170361838  fy: 612.4070813691627  cx 663.8786239483911  cy 360.96494367364784  k1 1.890823936064607e-7  tx 14.435153252887133  ty 0.3482720845823488
Gen 172: 0.023357691217222643 - fx: 615.4910449557826  fy: 610.8991259943506  cx 664.0178488239337  cy 361.39959360431794  k1 1.9134936312473663e-7  tx 11.714636855380409  ty -0.8445045856017908
Gen 173: 0.023309568432608962 - fx: 615.4910449557826  fy: 610.8991259943506  cx 664.0178488239337  cy 361.39959360431794  k1 1.9134936312473663e-7  tx 11.714636855380409  ty -0.8445045856017908
Gen 177: 0.023210871735528615 - fx: 616.948196187422  fy: 611.4339856632992  cx 665.778164717274  cy 364.2127797921094  k1 2.0063927569000052e-7  tx 9.846190962611  ty 8.061826834218227
Gen 186: 0.023139257085789382 - fx: 616.1825103515865  fy: 613.5646877255618  cx 665.8938652859822  cy 363.6547570042514  k1 1.881868878054133e-7  tx 11.477219593621701  ty 8.555763403663004
Gen 187: 0.023130025379710668 - fx: 616.1825103515865  fy: 613.5646877255618  cx 665.8938652859822  cy 363.6547570042514  k1 1.881868878054133e-7  tx 11.477219593621701  ty 8.555763403663004
Gen 189: 0.02304219398042177 - fx: 616.0633980059991  fy: 613.3855855704022  cx 666.4826663928905  cy 363.75980618154597  k1 1.8738972146435729e-7  tx 10.403860361360577  ty 10.024674115552312
Gen 190: 0.022992540500605934 - fx: 616.0633980059991  fy: 613.3855855704022  cx 666.4826663928905  cy 363.75980618154597  k1 1.8738972146435729e-7  tx 10.403860361360577  ty 10.024674115552312
Gen 191: 0.02297126979865978 - fx: 616.0633980059991  fy: 613.3855855704022  cx 666.4826663928905  cy 363.75980618154597  k1 1.8738972146435729e-7  tx 10.403860361360577  ty 10.024674115552312
Gen 197: 0.022926110425759864 - fx: 615.1631798364663  fy: 613.7398927505784  cx 666.3587023669774  cy 364.60441250753803  k1 1.938598009731059e-7  tx 9.51473398579408  ty 11.288275733423813
Gen 198: 0.022895598232459447 - fx: 615.1631798364663  fy: 613.7398927505784  cx 666.3587023669774  cy 364.60441250753803  k1 1.938598009731059e-7  tx 9.51473398579408  ty 11.288275733423813
Gen 199: 0.022884627274372644 - fx: 615.1631798364663  fy: 613.7398927505784  cx 666.3587023669774  cy 364.60441250753803  k1 1.938598009731059e-7  tx 9.51473398579408  ty 11.288275733423813
Gen 203: 0.02287425894096396 - fx: 615.1631798364663  fy: 613.7398927505784  cx 666.3587023669774  cy 364.60441250753803  k1 1.938598009731059e-7  tx 9.51473398579408  ty 11.288275733423813
Gen 204: 0.022723661144216176 - fx: 618.2316402964343  fy: 615.2522827497248  cx 667.6409645230716  cy 369.5236436559434  k1 1.873097865025476e-7  tx 10.270430566567644  ty 11.753166350288662
Gen 205: 0.0227199040310432 - fx: 618.2316402964343  fy: 615.2522827497248  cx 667.6409645230716  cy 369.5236436559434  k1 1.873097865025476e-7  tx 10.270430566567644  ty 11.753166350288662
Gen 210: 0.02270657046480967 - fx: 618.2316402964343  fy: 615.2522827497248  cx 667.6409645230716  cy 369.5236436559434  k1 1.873097865025476e-7  tx 10.270430566567644  ty 11.753166350288662
Gen 215: 0.02257001706269642 - fx: 614.7650580399902  fy: 616.3161511362358  cx 668.1286726588183  cy 368.72731556721044  k1 1.7748994932759858e-7  tx 11.9846783456764  ty 12.717125752608533
Gen 228: 0.02255046243418539 - fx: 619.6949276819029  fy: 616.9100310336445  cx 665.2525004723494  cy 372.3251547177359  k1 1.8394291966161584e-7  tx 14.551835687351605  ty 10.370962764672765
Gen 230: 0.02255033420828788 - fx: 619.6949276819029  fy: 616.9100310336445  cx 665.2525004723494  cy 372.3251547177359  k1 1.8394291966161584e-7  tx 14.551835687351605  ty 10.370962764672765
Gen 248: 0.02254144296798315 - fx: 615.5464492339021  fy: 619.5022295977683  cx 669.8455289164443  cy 372.146290378947  k1 1.3880328645080865e-7  tx 12.149994609272811  ty 13.927217783429771
Gen 259: 0.022541442967983136 - fx: 615.5464492339021  fy: 619.5022295977683  cx 669.8455289164443  cy 372.146290378947  k1 1.3880328645080865e-7  tx 12.149994609272811  ty 13.927217783429771
Gen 318: 0.022352310273705135 - fx: 616.4494758406572  fy: 625.8410373296477  cx 671.9926174539931  cy 374.13500732448927  k1 1.527321527779909e-7  tx 12.71552933778574  ty 26.187335304385734
Gen 320: 0.022337173707706433 - fx: 616.4494758406572  fy: 625.8410373296477  cx 671.9926174539931  cy 374.13500732448927  k1 1.527321527779909e-7  tx 12.71552933778574  ty 26.187335304385734
Gen 325: 0.022334584267399895 - fx: 616.4494758406572  fy: 625.8410373296477  cx 671.9926174539931  cy 374.13500732448927  k1 1.527321527779909e-7  tx 12.71552933778574  ty 26.187335304385734
Gen 326: 0.022333676115884722 - fx: 616.4494758406572  fy: 625.8410373296477  cx 671.9926174539931  cy 374.13500732448927  k1 1.527321527779909e-7  tx 12.71552933778574  ty 26.187335304385734
Gen 342: 0.022299499314902424 - fx: 616.053699088206  fy: 625.098769899981  cx 671.8996257020973  cy 374.6089035406754  k1 1.6523031643310442e-7  tx -2.9873980683117756  ty 30.47614605138846
Gen 357: 0.022290054805263956 - fx: 622.5969733995331  fy: 624.985058222782  cx 675.3389254828539  cy 376.6943009237844  k1 1.7872513680046622e-7  tx 4.9924669649810225  ty 25.89932780450883
Gen 358: 0.02227772454225052 - fx: 622.5969733995331  fy: 624.985058222782  cx 675.3389254828539  cy 376.6943009237844  k1 1.7872513680046622e-7  tx 4.9924669649810225  ty 25.89932780450883
Gen 359: 0.02226017882880802 - fx: 622.5969733995331  fy: 624.985058222782  cx 675.3389254828539  cy 376.6943009237844  k1 1.7872513680046622e-7  tx 4.9924669649810225  ty 25.89932780450883
Gen 361: 0.02220047859855819 - fx: 620.6271427953851  fy: 626.4739433339412  cx 673.4960715847712  cy 379.07307042294786  k1 1.4843317232891645e-7  tx -2.522560924659495  ty 24.132200299478654
Gen 363: 0.02219328109710027 - fx: 620.6271427953851  fy: 626.4739433339412  cx 673.4960715847712  cy 379.07307042294786  k1 1.4843317232891645e-7  tx -2.522560924659495  ty 24.132200299478654
Gen 365: 0.022189278640640787 - fx: 620.6271427953851  fy: 626.4739433339412  cx 673.4960715847712  cy 379.07307042294786  k1 1.4843317232891645e-7  tx -2.522560924659495  ty 24.132200299478654
Gen 366: 0.0221858627269114 - fx: 620.6271427953851  fy: 626.4739433339412  cx 673.4960715847712  cy 379.07307042294786  k1 1.4843317232891645e-7  tx -2.522560924659495  ty 24.132200299478654
Gen 406: 0.022184672241186573 - fx: 620.6271427953851  fy: 626.4739433339412  cx 673.4960715847712  cy 379.07307042294786  k1 1.4843317232891645e-7  tx -2.522560924659495  ty 24.132200299478654
Gen 422: 0.022180077909727047 - fx: 621.1963711508239  fy: 621.9643631594631  cx 677.8971121276888  cy 380.0954895620833  k1 1.6816085577162306e-7  tx -14.16360991005098  ty 29.917604339614535
Gen 423: 0.02216986453742405 - fx: 621.1963711508239  fy: 621.9643631594631  cx 677.8971121276888  cy 380.0954895620833  k1 1.6816085577162306e-7  tx -14.16360991005098  ty 29.917604339614535
Gen 425: 0.022121622858728374 - fx: 621.1963711508239  fy: 621.9643631594631  cx 677.8971121276888  cy 380.0954895620833  k1 1.6816085577162306e-7  tx -14.16360991005098  ty 29.917604339614535
Gen 439: 0.0221215765255826 - fx: 621.1963711508239  fy: 621.9643631594631  cx 677.8971121276888  cy 380.0954895620833  k1 1.6816085577162306e-7  tx -14.16360991005098  ty 29.917604339614535
Gen 442: 0.022108652332092794 - fx: 620.4500577708477  fy: 624.6553626408634  cx 678.3652949580612  cy 381.21991022925386  k1 1.4921893018795324e-7  tx -12.274628221453241  ty 28.482482638806847
Gen 443: 0.022092971117371376 - fx: 620.4500577708477  fy: 624.6553626408634  cx 678.3652949580612  cy 381.21991022925386  k1 1.4921893018795324e-7  tx -12.274628221453241  ty 28.482482638806847
Gen 448: 0.02206909112629837 - fx: 621.2991586199576  fy: 624.3800591833154  cx 677.9435066307134  cy 381.8572959097827  k1 1.469415170771221e-7  tx -11.768504591612068  ty 31.96602701450675
Gen 475: 0.022057505122982282 - fx: 623.7282624424695  fy: 623.657603463489  cx 678.9487668258297  cy 387.9481059539998  k1 1.408009401179423e-7  tx -10.456609589664769  ty 27.599427936014315
Gen 476: 0.022049645155369814 - fx: 623.7282624424695  fy: 623.657603463489  cx 678.9487668258297  cy 387.9481059539998  k1 1.408009401179423e-7  tx -10.456609589664769  ty 27.599427936014315
Gen 477: 0.022031538089731538 - fx: 623.0625102535947  fy: 623.8853305374174  cx 681.0235440365043  cy 382.9959221484515  k1 1.2748594311384394e-7  tx -8.669071929556555  ty 33.17690743116138
Gen 481: 0.022030330950798413 - fx: 623.0625102535947  fy: 623.8853305374174  cx 681.0235440365043  cy 382.9959221484515  k1 1.2748594311384394e-7  tx -8.669071929556555  ty 33.17690743116138
Gen 484: 0.022027602440322952 - fx: 623.0625102535947  fy: 623.8853305374174  cx 681.0235440365043  cy 382.9959221484515  k1 1.2748594311384394e-7  tx -8.669071929556555  ty 33.17690743116138
Gen 486: 0.022010886999626177 - fx: 622.636972807373  fy: 623.3268731213744  cx 677.1501446301626  cy 388.0141473654947  k1 1.2655305145516208e-7  tx -13.117344437044432  ty 23.708961716657793
Gen 493: 0.022009757042230047 - fx: 622.636972807373  fy: 623.3268731213744  cx 677.1501446301626  cy 388.0141473654947  k1 1.2655305145516208e-7  tx -13.117344437044432  ty 23.708961716657793
Gen 509: 0.02196754770774817 - fx: 623.0779125836829  fy: 622.8262046900975  cx 676.9834356816568  cy 387.61210757273074  k1 1.3025977399094962e-7  tx -14.410583645447335  ty 25.255540304060023
Gen 515: 0.021966879638823336 - fx: 623.0779125836829  fy: 622.8262046900975  cx 676.9834356816568  cy 387.61210757273074  k1 1.3025977399094962e-7  tx -14.410583645447335  ty 25.255540304060023
Gen 520: 0.0219656047121257 - fx: 623.0779125836829  fy: 622.8262046900975  cx 676.9834356816568  cy 387.61210757273074  k1 1.3025977399094962e-7  tx -14.410583645447335  ty 25.255540304060023
Gen 579: 0.02196535216061527 - fx: 619.4831858046471  fy: 626.3173332488922  cx 677.9427933929369  cy 388.60956141148375  k1 1.1620044173776116e-7  tx -14.229555523833286  ty 34.53001451593521
Gen 586: 0.021964656338103846 - fx: 619.4831858046471  fy: 626.3173332488922  cx 677.9427933929369  cy 388.60956141148375  k1 1.1620044173776116e-7  tx -14.229555523833286  ty 34.53001451593521
Gen 589: 0.02187464471361197 - fx: 614.6315018869832  fy: 628.7674778655504  cx 676.604512377095  cy 389.2821523891002  k1 1.6967952359653948e-7  tx -9.199129292984438  ty 31.237795920161453
Gen 592: 0.021869662984568546 - fx: 614.6315018869832  fy: 628.7674778655504  cx 676.604512377095  cy 389.2821523891002  k1 1.6967952359653948e-7  tx -9.199129292984438  ty 31.237795920161453
Gen 594: 0.021861845196804057 - fx: 614.6315018869832  fy: 628.7674778655504  cx 676.604512377095  cy 389.2821523891002  k1 1.6967952359653948e-7  tx -9.199129292984438  ty 31.237795920161453
Gen 615: 0.02186011195741526 - fx: 614.6315018869832  fy: 628.7674778655504  cx 676.604512377095  cy 389.2821523891002  k1 1.6967952359653948e-7  tx -9.199129292984438  ty 31.237795920161453
Gen 622: 0.021859551648744282 - fx: 614.6315018869832  fy: 628.7674778655504  cx 676.604512377095  cy 389.2821523891002  k1 1.6967952359653948e-7  tx -9.199129292984438  ty 31.237795920161453
Gen 633: 0.02185879171825752 - fx: 614.6315018869832  fy: 628.7674778655504  cx 676.604512377095  cy 389.2821523891002  k1 1.6967952359653948e-7  tx -9.199129292984438  ty 31.237795920161453
Gen 777: 0.021853005548448066 - fx: 615.6435394905005  fy: 627.8952814801024  cx 676.860753623675  cy 391.3205176104906  k1 1.6896228146272083e-7  tx -9.913438409957191  ty 33.42564887921167
Gen 781: 0.021853005548448063 - fx: 615.6435394905005  fy: 627.8952814801024  cx 676.860753623675  cy 391.3205176104906  k1 1.6896228146272083e-7  tx -9.913438409957191  ty 33.42564887921167
Gen 785: 0.02184781913917913 - fx: 615.6435394905005  fy: 627.8952814801024  cx 676.860753623675  cy 391.3205176104906  k1 1.6896228146272083e-7  tx -9.913438409957191  ty 33.42564887921167
Gen 810: 0.021839082166171433 - fx: 615.6435394905005  fy: 627.8952814801024  cx 676.860753623675  cy 391.3205176104906  k1 1.6896228146272083e-7  tx -9.913438409957191  ty 33.42564887921167
Gen 812: 0.021838266195339743 - fx: 616.0178999298188  fy: 626.5589297330079  cx 675.4167583856344  cy 391.7018757442279  k1 1.5673647161095282e-7  tx -6.946452214711496  ty 39.50865644551153
Gen 813: 0.021836496141844648 - fx: 616.0178999298188  fy: 626.5589297330079  cx 675.4167583856344  cy 391.7018757442279  k1 1.5673647161095282e-7  tx -6.946452214711496  ty 39.50865644551153
Gen 815: 0.021816584070641448 - fx: 616.0178999298188  fy: 626.5589297330079  cx 675.4167583856344  cy 391.7018757442279  k1 1.5673647161095282e-7  tx -6.946452214711496  ty 39.50865644551153
Gen 821: 0.02178347092705942 - fx: 616.4835090674503  fy: 626.5372813998429  cx 674.8368132165681  cy 394.7684918341058  k1 1.5414368892647938e-7  tx -3.8706326735619117  ty 43.04729575271674
Gen 822: 0.02178281388303754 - fx: 618.439296846656  fy: 626.4359829829297  cx 676.4699088931337  cy 389.59583687117293  k1 1.565138720604995e-7  tx -13.194197383862125  ty 36.503639850983305
Gen 823: 0.02175052811929097 - fx: 618.439296846656  fy: 626.4359829829297  cx 676.4699088931337  cy 389.59583687117293  k1 1.565138720604995e-7  tx -13.194197383862125  ty 36.503639850983305
Gen 831: 0.021750321415005252 - fx: 618.439296846656  fy: 626.4359829829297  cx 676.4699088931337  cy 389.59583687117293  k1 1.565138720604995e-7  tx -13.194197383862125  ty 36.503639850983305
Gen 838: 0.021738730533908148 - fx: 618.439296846656  fy: 626.4359829829297  cx 676.4699088931337  cy 389.59583687117293  k1 1.565138720604995e-7  tx -13.194197383862125  ty 36.503639850983305
Gen 854: 0.021595126115370192 - fx: 620.5976222568988  fy: 626.2173895412442  cx 675.6430804031288  cy 397.3541940006808  k1 1.6299881183981696e-7  tx -2.3781087183276277  ty 39.4458249019991
